#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Mar 25 09:30:33 EDT 2018,0,0,Assignment4Suite, , ,ContainsTest0- ContainsTest1- ContainsTest2- EmptyTest0- EmptyTest1- EmptyTest2- FindMinMaxTest0- FindMinMaxTest1- FindMinMaxTest2- HeightTest- InsertAfterRemoveTest0- InsertAfterRemoveTest1- InsertAfterRemoveTest2- InsertTest0- InsertTest1- InsertTest2- InsertTest3- InsertTest4- InsertTest5- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4- RemoveTest5- RemoveTest6- RemoveTest7- SizeTest0- SizeTest1- SizeTest2- SizeTest3- , ,
1,Mon Mar 26 10:18:53 EDT 2018,25,25,Assignment4Suite,ContainsTest2+ EmptyTest0+ EmptyTest2+ FindMinMaxTest0+ FindMinMaxTest2+ SizeTest0+ SizeTest1+ SizeTest3+ , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
2,Mon Mar 26 13:29:17 EDT 2018,19,-6,Assignment4Suite,EmptyTest0 FindMinMaxTest0 HeightTest+ SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 ContainsTest2- EmptyTest1 EmptyTest2- FindMinMaxTest1 FindMinMaxTest2- InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
3,Mon Mar 26 14:32:17 EDT 2018,19,0,Assignment4Suite,EmptyTest0 FindMinMaxTest0 HeightTest SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest1 EmptyTest2 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
4,Mon Mar 26 22:12:26 EDT 2018,19,0,Assignment4Suite,EmptyTest0 FindMinMaxTest0 HeightTest SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest1 EmptyTest2 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
5,Mon Mar 26 22:15:21 EDT 2018,19,0,Assignment4Suite,EmptyTest0 FindMinMaxTest0 HeightTest SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest1 EmptyTest2 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
6,Mon Mar 26 22:23:40 EDT 2018,19,0,Assignment4Suite,EmptyTest0 FindMinMaxTest0 HeightTest SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest1 EmptyTest2 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
7,Mon Mar 26 22:26:50 EDT 2018,19,0,Assignment4Suite,EmptyTest0 FindMinMaxTest0 HeightTest SizeTest0 SizeTest1 SizeTest3 , ,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest1 EmptyTest2 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
8,Mon Mar 26 23:33:27 EDT 2018,12,-7,Assignment4Suite,EmptyTest0 FindMinMaxTest0 SizeTest0 SizeTest3 , ,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest1 EmptyTest2 FindMinMaxTest1 FindMinMaxTest2 HeightTest- InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1- SizeTest2 , ,
9,Mon Mar 26 23:43:59 EDT 2018,19,7,Assignment4Suite,EmptyTest0 FindMinMaxTest0 HeightTest+ SizeTest0 SizeTest1+ SizeTest3 , ,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest1 EmptyTest2 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
