#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Wed Mar 07 12:25:06 EST 2018,63,63,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ DelMinTest2+ DelMinTest3+ EfficiencyTest1+ GetMinTest2+ InsertTest1+ InsertTest2+ InsertTest3+ SizeTest1+ SizeTest3+ , ,DelMinTest1- DelMinTest4- EverythingTest- GetMinTest1- GetMinTest3- SizeTest2- SizeTest4- , ,
1,Wed Mar 07 13:32:43 EST 2018,42,-21,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 , ,DelMinTest1 DelMinTest2- DelMinTest3- DelMinTest4 EfficiencyTest1- EverythingTest GetMinTest1 GetMinTest3 SizeTest2 SizeTest3- SizeTest4 , ,
2,Thu Mar 08 10:56:00 EST 2018,68,26,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2+ DelMinTest3+ EfficiencyTest1+ GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest3+ SizeTest4+ , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 SizeTest2 , ,
3,Thu Mar 08 10:57:16 EST 2018,73,5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4+ GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2+ SizeTest3 SizeTest4 , ,DelMinTest1 EfficiencyTest1- EverythingTest GetMinTest1 GetMinTest3 , ,
4,Thu Mar 08 11:00:28 EST 2018,78,5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1+ GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
5,Thu Mar 08 11:32:53 EST 2018,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
5,Thu Mar 08 11:32:53 EST 2018,73,-5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EfficiencyTest1- EverythingTest GetMinTest1 GetMinTest3 , ,
6,Thu Mar 08 11:52:40 EST 2018,73,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
7,Thu Mar 08 11:58:53 EST 2018,73,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
8,Thu Mar 08 12:02:12 EST 2018,78,5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1+ GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
9,Fri Mar 09 08:23:38 EST 2018,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
10,Fri Mar 09 23:15:46 EST 2018,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
11,Fri Mar 09 23:27:19 EST 2018,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
12,Fri Mar 09 23:31:19 EST 2018,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
13,Sat Mar 10 08:02:22 EST 2018,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
13,Sat Mar 10 08:02:22 EST 2018,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
14,Sat Mar 10 08:07:47 EST 2018,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
15,Sat Mar 10 08:08:47 EST 2018,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
16,Sat Mar 10 08:46:17 EST 2018,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
